,id,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id.1,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label,avg_sentence_length,avg_word_length,characer_count,is_quoted_retweet,number_all_caps,random_caps,is_mention,comma,period,semicolon,colon,qmark,emark,asterisk,ellipsis,period_of_day,weekday,starts_with_I,crooked,sleepy,dishonest,irrelevant,hypocrite,fake,racist,anti-semitic,hater,disgraced,terrible,nasty,lying,lightweight,wacky,neurotic,nut job,nutjob,dope,clown,dummy,sad,disaster,little,crying,no clue,stupid,loser,dying,failed,failing,weak,crazy,phony,media,overrated,wow,begged,beg,dirty,fraud,bimbo,enjoy,hillary,jeb,ted,biden,obama,pocahontas,puppet,lyin,corrupt,dopey,sloppy,low iq,low i.q.,psycho,goofball,lowlife,slippery,@barackobama,(we),make america great again,makeamericagreatagain,maga,#trump,democrat,foxnews,cnn,msnbc,fakenews,fake news,clinton,americafirst,america first,trump,make america safe again,@realdonaldtrump,a.m.,p.m.,join me,neg,neu,pos,compound,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
227,227,"""@southpaw816: @SenSanders fans; greatest way to get even with her Highness - vote for @realDonaldTrump; at least you'll have a job.",False,10389,,6/8/2016 12:00,False,,740514000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3429,False,False,,,1,21.0,5.285714285714286,132,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.811,0.189,1.6369,"4747   NaN
Name: anger, dtype: float64","4747   NaN
Name: anticipation, dtype: float64","4747   NaN
Name: disgust, dtype: float64","4747   NaN
Name: fear, dtype: float64","4747   NaN
Name: joy, dtype: float64","4747   NaN
Name: negative, dtype: float64","4747   NaN
Name: positive, dtype: float64","4747   NaN
Name: sadness, dtype: float64","4747   NaN
Name: surprise, dtype: float64","4747   NaN
Name: trust, dtype: float64"
228,228,Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved,False,19317,,6/8/2016 11:52,False,,740512000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5021,False,False,,,1,8.666666666666666,4.346153846153846,139,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.671,0.329,1.8834,"2369   NaN
Name: anger, dtype: float64","2369   NaN
Name: anticipation, dtype: float64","2369   NaN
Name: disgust, dtype: float64","2369   NaN
Name: fear, dtype: float64","2369   NaN
Name: joy, dtype: float64","2369   NaN
Name: negative, dtype: float64","2369   NaN
Name: positive, dtype: float64","2369   NaN
Name: sadness, dtype: float64","2369   NaN
Name: surprise, dtype: float64","2369   NaN
Name: trust, dtype: float64"
229,229,"""@WolfStopper: Gee ... Does this make @realDonaldTrump right one more time? https://t.co/zjWKGMDgzi""",False,7546,,6/8/2016 11:45,False,,740510000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3026,False,False,,,1,3.0,7.636363636363637,100,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,"3865   NaN
Name: anger, dtype: float64","3865   NaN
Name: anticipation, dtype: float64","3865   NaN
Name: disgust, dtype: float64","3865   NaN
Name: fear, dtype: float64","3865   NaN
Name: joy, dtype: float64","3865   NaN
Name: negative, dtype: float64","3865   NaN
Name: positive, dtype: float64","3865   NaN
Name: sadness, dtype: float64","3865   NaN
Name: surprise, dtype: float64","3865   NaN
Name: trust, dtype: float64"
230,230,"""@DjD_Thunder: Standing by @realDonaldTrump all the way to the White House! https://t.co/z4X1o5xHBh""",False,14200,,6/8/2016 11:43,False,,740510000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4529,False,False,,,1,4.333333333333333,7.25,100,1,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,"11952   NaN
Name: anger, dtype: float64","11952   NaN
Name: anticipation, dtype: float64","11952   NaN
Name: disgust, dtype: float64","11952   NaN
Name: fear, dtype: float64","11952   NaN
Name: joy, dtype: float64","11952   NaN
Name: negative, dtype: float64","11952   NaN
Name: positive, dtype: float64","11952   NaN
Name: sadness, dtype: float64","11952   NaN
Name: surprise, dtype: float64","11952   NaN
Name: trust, dtype: float64"
231,231,Thank you California! #Trump2016   https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5,False,12506,,6/8/2016 3:59,False,,740393000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3997,False,False,,,-1,2.0,12.0,81,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.642,0.358,1.4199,0,0,0,0,0,0,0,0,0,0
232,232,Thank you New Mexico! #Trump2016  https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx,False,10065,,6/8/2016 3:39,False,,740388000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3035,False,False,,,-1,2.25,10.142857142857142,80,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.682,0.318,1.4199,0,0,0,0,0,0,0,0,0,0
233,233,Thank you South Dakota! #Trump2016   https://t.co/GbRTQdxIj4 https://t.co/pNqwOrY0ZB,False,10571,,6/8/2016 3:32,False,,740386000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3115,False,False,,,-1,2.25,10.428571428571429,83,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.682,0.318,1.4199,0,0,0,0,0,0,0,0,0,0
234,234,Thank you New Jersey! #Trump2016  https://t.co/PgIYkHLGtI https://t.co/MyJMOKdpJ9,False,11936,,6/8/2016 3:21,False,,740383000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3692,False,False,,,-1,2.25,10.142857142857142,80,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.682,0.318,1.4199,"6957    0
Name: anger, dtype: int64","6957    0
Name: anticipation, dtype: int64","6957    0
Name: disgust, dtype: int64","6957    0
Name: fear, dtype: int64","6957    0
Name: joy, dtype: int64","6957    0
Name: negative, dtype: int64","6957    0
Name: positive, dtype: int64","6957    0
Name: sadness, dtype: int64","6957    0
Name: surprise, dtype: int64","6957    0
Name: trust, dtype: int64"
235,235,Thank you Montana! #Trump2016  https://t.co/rOvTapLnWG https://t.co/PyHiy7vjO6,False,10688,,6/8/2016 3:12,False,,740381000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3159,False,False,,,-1,2.0,11.5,77,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.642,0.358,1.4199,0,0,0,0,0,0,0,0,0,0
236,236,I will be speaking about our great journey to the Republican nomination at 9:00 P.M. The movement toward a country that WINS again continues,False,17235,,6/8/2016 0:41,False,,740343000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4541,False,False,,,1,8.333333333333334,4.791666666666667,139,0,1,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.701,0.299,1.8601999999999999,"6988   NaN
Name: anger, dtype: float64","6988   NaN
Name: anticipation, dtype: float64","6988   NaN
Name: disgust, dtype: float64","6988   NaN
Name: fear, dtype: float64","6988   NaN
Name: joy, dtype: float64","6988   NaN
Name: negative, dtype: float64","6988   NaN
Name: positive, dtype: float64","6988   NaN
Name: sadness, dtype: float64","6988   NaN
Name: surprise, dtype: float64","6988   NaN
Name: trust, dtype: float64"
237,237,I will be interviewed tonight on @seanhannity - Enjoy!  10:00 P.M.,False,9392,,6/7/2016 23:52,False,,740331000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2622,False,False,,,1,4.0,4.7272727272727275,65,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.696,0.304,1.5411000000000001,"6795   NaN
Name: anger, dtype: float64","6795   NaN
Name: anticipation, dtype: float64","6795   NaN
Name: disgust, dtype: float64","6795   NaN
Name: fear, dtype: float64","6795   NaN
Name: joy, dtype: float64","6795   NaN
Name: negative, dtype: float64","6795   NaN
Name: positive, dtype: float64","6795   NaN
Name: sadness, dtype: float64","6795   NaN
Name: surprise, dtype: float64","6795   NaN
Name: trust, dtype: float64"
238,238,Thank you! Together we will #MakeAmericaGreatAgain! https://t.co/7Jk6voyzue,False,14226,,6/7/2016 22:45,False,,740314000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5248,False,False,,,-1,2.0,9.428571428571429,74,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.661,0.339,1.4738,0,0,0,0,0,0,0,0,0,0
239,239,In just out book; Secret Service Agent Gary Byrne doesn't believe that Crooked Hillary has the temperament or integrity to be the president!,False,22225,,6/7/2016 2:21,False,,740006000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8110,False,False,,,1,23.0,5.086956521739131,139,0,0,8,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.884,0.116,1.4389,"1409   NaN
Name: anger, dtype: float64","1409   NaN
Name: anticipation, dtype: float64","1409   NaN
Name: disgust, dtype: float64","1409   NaN
Name: fear, dtype: float64","1409   NaN
Name: joy, dtype: float64","1409   NaN
Name: negative, dtype: float64","1409   NaN
Name: positive, dtype: float64","1409   NaN
Name: sadness, dtype: float64","1409   NaN
Name: surprise, dtype: float64","1409   NaN
Name: trust, dtype: float64"
240,240,A former Secret Service Agent for President Clinton excoriates Crooked Hillary describing her as ERRATIC &amp; VIOLENT. Bad temperament for pres,False,22736,,6/7/2016 1:51,False,,739998000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8940,False,False,,,1,10.5,5.857142857142857,143,0,2,7,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.311,0.689,0.0,0.15449999999999997,"11145   NaN
Name: anger, dtype: float64","11145   NaN
Name: anticipation, dtype: float64","11145   NaN
Name: disgust, dtype: float64","11145   NaN
Name: fear, dtype: float64","11145   NaN
Name: joy, dtype: float64","11145   NaN
Name: negative, dtype: float64","11145   NaN
Name: positive, dtype: float64","11145   NaN
Name: sadness, dtype: float64","11145   NaN
Name: surprise, dtype: float64","11145   NaN
Name: trust, dtype: float64"
241,241,Remembering the fallen heroes on #DDay - June 6; 1944. https://t.co/od7vsDMlHY,False,37205,,6/6/2016 14:29,False,,739827000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,15322,False,False,,,-1,4.0,6.0,77,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0.58,0.239,1.2023,"5951    0
Name: anger, dtype: int64","5951    1
Name: anticipation, dtype: int64","5951    0
Name: disgust, dtype: int64","5951    0
Name: fear, dtype: int64","5951    1
Name: joy, dtype: int64","5951    0
Name: negative, dtype: int64","5951    1
Name: positive, dtype: int64","5951    0
Name: sadness, dtype: int64","5951    1
Name: surprise, dtype: int64","5951    1
Name: trust, dtype: int64"
242,242,I am getting bad marks from certain pundits because I have a small campaign staff. But small is good; flexible; save money and number one!,False,20527,,6/6/2016 13:51,False,,739817000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5231,False,False,,,-1,12.5,4.48,137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.499,0.43,1.8896,"989   NaN
Name: anger, dtype: float64","989   NaN
Name: anticipation, dtype: float64","989   NaN
Name: disgust, dtype: float64","989   NaN
Name: fear, dtype: float64","989   NaN
Name: joy, dtype: float64","989   NaN
Name: negative, dtype: float64","989   NaN
Name: positive, dtype: float64","989   NaN
Name: sadness, dtype: float64","989   NaN
Name: surprise, dtype: float64","989   NaN
Name: trust, dtype: float64"
243,243,A massive blow to Obama's message - only 38;000 new jobs for month in just issued jobs report. That's REALLY bad!,False,13184,,6/6/2016 13:42,False,,739815000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4671,False,False,,,1,10.5,4.333333333333333,112,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.211,0.789,0.0,0.29800000000000004,"6969   NaN
Name: anger, dtype: float64","6969   NaN
Name: anticipation, dtype: float64","6969   NaN
Name: disgust, dtype: float64","6969   NaN
Name: fear, dtype: float64","6969   NaN
Name: joy, dtype: float64","6969   NaN
Name: negative, dtype: float64","6969   NaN
Name: positive, dtype: float64","6969   NaN
Name: sadness, dtype: float64","6969   NaN
Name: surprise, dtype: float64","6969   NaN
Name: trust, dtype: float64"
244,244,Crooked Hillary is being badly criticized (for a Wall Street paid for ad) by PolitiFact for a false ad on me on women. She is a total fraud!,False,14604,,6/6/2016 13:23,False,,739810000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4849,False,False,,,1,14.0,3.9642857142857144,139,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.694,0.0,0.13449999999999995,"2979   NaN
Name: anger, dtype: float64","2979   NaN
Name: anticipation, dtype: float64","2979   NaN
Name: disgust, dtype: float64","2979   NaN
Name: fear, dtype: float64","2979   NaN
Name: joy, dtype: float64","2979   NaN
Name: negative, dtype: float64","2979   NaN
Name: positive, dtype: float64","2979   NaN
Name: sadness, dtype: float64","2979   NaN
Name: surprise, dtype: float64","2979   NaN
Name: trust, dtype: float64"
245,245,Crooked Hillary Clinton has not held a news conference in more than 7 months. Her record is so bad she is unable to answer tough questions!,False,21344,,6/6/2016 13:15,False,,739808000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7396,False,False,,,1,13.0,4.3076923076923075,138,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.222,0.778,0.0,0.2583,"2979   NaN
Name: anger, dtype: float64","2979   NaN
Name: anticipation, dtype: float64","2979   NaN
Name: disgust, dtype: float64","2979   NaN
Name: fear, dtype: float64","2979   NaN
Name: joy, dtype: float64","2979   NaN
Name: negative, dtype: float64","2979   NaN
Name: positive, dtype: float64","2979   NaN
Name: sadness, dtype: float64","2979   NaN
Name: surprise, dtype: float64","2979   NaN
Name: trust, dtype: float64"
246,246,Just like I have been able to spend far less money than  others on the campaign and finish #1; so too should our country. We can be great!,False,17613,,6/6/2016 12:56,False,,739803000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5444,False,False,,,1,14.0,3.857142857142857,137,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.784,0.216,1.784,"11823   NaN
Name: anger, dtype: float64","11823   NaN
Name: anticipation, dtype: float64","11823   NaN
Name: disgust, dtype: float64","11823   NaN
Name: fear, dtype: float64","11823   NaN
Name: joy, dtype: float64","11823   NaN
Name: negative, dtype: float64","11823   NaN
Name: positive, dtype: float64","11823   NaN
Name: sadness, dtype: float64","11823   NaN
Name: surprise, dtype: float64","11823   NaN
Name: trust, dtype: float64"
247,247,People like @KatyTurNBC report on my campaign; but have zero access. They say what they want without any knowledge.True of so much of media!,False,12278,,6/6/2016 11:23,False,,739780000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3900,False,False,,,1,8.333333333333334,4.75,139,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.863,0.137,1.3595,"10540   NaN
Name: anger, dtype: float64","10540   NaN
Name: anticipation, dtype: float64","10540   NaN
Name: disgust, dtype: float64","10540   NaN
Name: fear, dtype: float64","10540   NaN
Name: joy, dtype: float64","10540   NaN
Name: negative, dtype: float64","10540   NaN
Name: positive, dtype: float64","10540   NaN
Name: sadness, dtype: float64","10540   NaN
Name: surprise, dtype: float64","10540   NaN
Name: trust, dtype: float64"
248,248,Hillary Clinton is unfit to be president. She has bad judgement; poor leadership skills and a very bad and destructive track record. Change!,False,29804,,6/5/2016 22:15,False,,739581000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,11287,False,False,,,1,7.666666666666667,5.0,139,0,0,2,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.449,0.551,0.0,0.06020000000000003,"989   NaN
Name: anger, dtype: float64","989   NaN
Name: anticipation, dtype: float64","989   NaN
Name: disgust, dtype: float64","989   NaN
Name: fear, dtype: float64","989   NaN
Name: joy, dtype: float64","989   NaN
Name: negative, dtype: float64","989   NaN
Name: positive, dtype: float64","989   NaN
Name: sadness, dtype: float64","989   NaN
Name: surprise, dtype: float64","989   NaN
Name: trust, dtype: float64"
249,249,I am watching @CNN very little lately because they are so biased against me. Shows are predictable garbage! CNN and MSM is one big lie!,False,21232,,6/5/2016 21:56,False,,739577000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6678,False,False,,,1,8.333333333333334,4.32,134,0,2,2,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.874,0.0,0.48529999999999995,"13871   NaN
Name: anger, dtype: float64","13871   NaN
Name: anticipation, dtype: float64","13871   NaN
Name: disgust, dtype: float64","13871   NaN
Name: fear, dtype: float64","13871   NaN
Name: joy, dtype: float64","13871   NaN
Name: negative, dtype: float64","13871   NaN
Name: positive, dtype: float64","13871   NaN
Name: sadness, dtype: float64","13871   NaN
Name: surprise, dtype: float64","13871   NaN
Name: trust, dtype: float64"
250,250,The Clinton News Network; sometimes referred to as @CNN; is getting more and more biased.They act so indignant-hear them behind closed doors,False,22359,,6/5/2016 21:36,False,,739572000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8553,False,False,,,1,11.5,5.363636363636363,139,0,0,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,"8383   NaN
Name: anger, dtype: float64","8383   NaN
Name: anticipation, dtype: float64","8383   NaN
Name: disgust, dtype: float64","8383   NaN
Name: fear, dtype: float64","8383   NaN
Name: joy, dtype: float64","8383   NaN
Name: negative, dtype: float64","8383   NaN
Name: positive, dtype: float64","8383   NaN
Name: sadness, dtype: float64","8383   NaN
Name: surprise, dtype: float64","8383   NaN
Name: trust, dtype: float64"
251,251,"""@sareed59:  Our ineffective #POTUS has to make a speech in #Elkhart to make everything look great. Mr. Trump #MakeAmericaGreatAgain""",False,10363,,6/4/2016 23:49,False,,739243000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3138,False,False,,,1,6.333333333333333,5.894736842105263,133,1,0,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.069,0.741,0.19,1.5574,"7611   NaN
Name: anger, dtype: float64","7611   NaN
Name: anticipation, dtype: float64","7611   NaN
Name: disgust, dtype: float64","7611   NaN
Name: fear, dtype: float64","7611   NaN
Name: joy, dtype: float64","7611   NaN
Name: negative, dtype: float64","7611   NaN
Name: positive, dtype: float64","7611   NaN
Name: sadness, dtype: float64","7611   NaN
Name: surprise, dtype: float64","7611   NaN
Name: trust, dtype: float64"
